"filename", "language", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/context/LoadingContextProvider.tsx", "TypeScript JSX", 18, 0, 3, 5, 26
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/context/LoggedInUserProfileDataContextProvider.tsx", "TypeScript JSX", 87, 0, 14, 14, 115
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/useCommentData.tsx", "TypeScript JSX", 7, 0, 0, 5, 12
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/useCommentDislikingFunctions.tsx", "TypeScript JSX", 37, 0, 4, 6, 47
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/useCommentLikingFunctions.tsx", "TypeScript JSX", 37, 0, 4, 6, 47
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/useCommentsOnPost.tsx", "TypeScript JSX", 8, 0, 0, 4, 12
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/useDateFunctions.tsx", "TypeScript JSX", 20, 0, 4, 7, 31
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/useInfinityScrollFunctions.tsx", "TypeScript JSX", 38, 0, 4, 8, 50
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/usePostDislikingFunctions.tsx", "TypeScript JSX", 29, 0, 4, 7, 40
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/custom-hooks/usePostLikingFunctions.tsx", "TypeScript JSX", 32, 0, 8, 6, 46
"/Users/patrikrasch/Documents/CODE/the-odin-project/113. JavaScript/Finishing-Up-With-JavaScript/top-netcity/src/components/loadingBar.css", "CSS", 0, 84, 0, 1, 85
"Total", "-", 4219, 84, 400, 489, 5192
